image_id,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51,x52,y52,x53,y53,x54,y54,x55,y55,x56,y56,x57,y57,x58,y58,x59,y59,x60,y60,x61,y61,x62,y62,x63,y63,x64,y64,x65,y65,x66,y66,x67,y67
0,2558.495361328125,1147.8748779296875,2543.593505859375,1214.96044921875,2541.3173828125,1280.4462890625,2555.0068359375,1353.8369140625,2569.884521484375,1419.284423828125,2591.964111328125,1485.18798828125,2624.5185546875,1555.6871337890625,2664.68212890625,1603.17138671875,2732.6298828125,1627.2386474609375,2818.274169921875,1627.4228515625,2914.668701171875,1611.2779541015625,3012.308349609375,1582.028076171875,3099.6025390625,1530.801025390625,3162.752685546875,1454.406982421875,3188.837646484375,1350.347900390625,3190.072021484375,1239.11669921875,3193.71826171875,1138.494873046875,2567.445556640625,1056.4769287109375,2589.572021484375,1012.023681640625,2633.259765625,999.0660400390624,2678.642822265625,1009.5662231445312,2719.361572265625,1036.736083984375,2788.869140625,1037.9405517578125,2852.5107421875,1009.4471435546876,2927.441162109375,999.4638671875,2998.165771484375,1015.6002197265624,3056.7265625,1055.6356201171875,2740.586669921875,1085.9134521484375,2723.937744140625,1131.99951171875,2706.6240234375,1182.0693359375,2689.14453125,1240.9150390625,2652.70458984375,1279.6885986328125,2680.513916015625,1298.7784423828125,2715.023681640625,1311.382080078125,2760.797607421875,1296.8685302734375,2806.972900390625,1277.3819580078125,2603.454345703125,1112.378173828125,2629.5361328125,1089.5462646484375,2662.330322265625,1089.6656494140625,2700.751953125,1112.3048095703125,2661.318603515625,1115.0343017578125,2628.34814453125,1116.74560546875,2861.71337890625,1106.0506591796875,2900.55810546875,1078.025146484375,2941.088623046875,1079.272705078125,2982.89208984375,1098.924072265625,2941.052001953125,1104.6982421875,2900.19970703125,1106.091064453125,2636.572021484375,1375.239013671875,2654.777587890625,1348.380615234375,2690.529296875,1341.642333984375,2729.4638671875,1348.9351806640625,2775.419189453125,1341.7520751953125,2854.51904296875,1346.0455322265625,2939.188232421875,1374.4312744140625,2855.65087890625,1431.5830078125,2779.638671875,1447.8701171875,2732.76953125,1447.3916015625,2692.806640625,1440.4833984375,2657.5009765625,1421.47509765625,2653.728515625,1377.2625732421875,2691.623779296875,1361.0657958984375,2731.251708984375,1365.3714599609375,2777.306884765625,1362.118408203125,2919.219482421875,1376.4849853515625,2778.97216796875,1417.6112060546875,2733.06640625,1418.862548828125,2693.445556640625,1412.35791015625
1,2600.9970703125,1138.44091796875,2618.007080078125,1228.0985107421875,2638.62158203125,1313.1162109375,2659.24072265625,1394.0859375,2705.89697265625,1475.5064697265625,2774.219482421875,1539.533447265625,2841.417236328125,1591.85693359375,2922.559326171875,1648.744873046875,2998.9072265625,1659.6298828125,3072.701171875,1634.086181640625,3127.17529296875,1572.1776123046875,3178.913330078125,1506.2540283203125,3220.29345703125,1434.239990234375,3239.234375,1359.0001220703125,3240.974365234375,1281.5877685546875,3244.3984375,1199.4752197265625,3241.408447265625,1114.715576171875,2651.18701171875,1116.1436767578125,2692.797607421875,1073.384033203125,2753.728759765625,1056.3944091796875,2818.9375,1057.09814453125,2881.863525390625,1075.160400390625,2975.7626953125,1070.2275390625,3037.34033203125,1040.4287109375,3105.297607421875,1026.932861328125,3172.806640625,1038.4017333984375,3211.562744140625,1084.105712890625,2933.82373046875,1148.87158203125,2938.34130859375,1195.7528076171875,2944.447509765625,1242.5780029296875,2947.51708984375,1292.3118896484375,2869.127685546875,1340.7987060546875,2911.206787109375,1346.331787109375,2952.666015625,1352.1705322265625,2992.39892578125,1339.84228515625,3031.226806640625,1327.28857421875,2721.197998046875,1172.5889892578125,2759.6435546875,1147.8406982421875,2805.7724609375,1145.3011474609375,2848.3115234375,1178.0159912109375,2805.16357421875,1187.880615234375,2757.904052734375,1188.8944091796875,3020.03662109375,1164.9244384765625,3059.46533203125,1122.7855224609375,3107.331787109375,1117.29736328125,3146.55810546875,1139.239501953125,3114.6259765625,1161.742431640625,3066.309814453125,1167.930908203125,2805.4833984375,1432.466796875,2850.51904296875,1401.5185546875,2910.11572265625,1385.343505859375,2954.6171875,1390.02099609375,2996.896240234375,1378.6041259765625,3060.31689453125,1385.2635498046875,3114.74462890625,1405.048583984375,3073.710693359375,1476.9921875,3020.68505859375,1512.45166015625,2976.20654296875,1521.201171875,2926.2080078125,1519.0867919921875,2863.316162109375,1493.0194091796875,2826.35595703125,1433.9217529296875,2911.85888671875,1412.6951904296875,2957.716796875,1413.4775390625,3000.372802734375,1405.2655029296875,3093.3994140625,1411.00439453125,3012.782470703125,1466.6795654296875,2967.901123046875,1475.8759765625,2919.6669921875,1473.0380859375
2,1010.5501098632812,1182.9842529296875,990.6261596679688,1334.629638671875,981.7095947265624,1482.2930908203125,977.5945434570312,1629.8883056640625,999.49755859375,1758.819580078125,1058.8135986328125,1865.256103515625,1160.080078125,1958.747802734375,1276.4390869140625,2012.7254638671875,1381.290771484375,2041.5068359375,1481.6370849609375,2035.626953125,1570.31591796875,1976.474609375,1641.56787109375,1911.095947265625,1706.242431640625,1830.005859375,1755.636962890625,1740.3564453125,1789.88818359375,1658.241943359375,1816.569580078125,1564.413330078125,1827.050537109375,1468.04296875,1187.0054931640625,1117.822265625,1274.798583984375,1077.970703125,1371.6219482421875,1080.67919921875,1462.0672607421875,1119.62451171875,1536.1505126953125,1189.4146728515625,1685.4443359375,1238.747802734375,1743.4515380859375,1215.5673828125,1806.158447265625,1211.282470703125,1852.0859375,1232.5897216796875,1869.466064453125,1293.4136962890625,1593.969482421875,1326.0499267578125,1593.203125,1387.55029296875,1594.75732421875,1444.8875732421875,1595.412109375,1507.567138671875,1437.407470703125,1564.502197265625,1490.546630859375,1586.641357421875,1545.66259765625,1615.037109375,1593.2288818359375,1613.593505859375,1635.9693603515625,1610.8079833984375,1277.19970703125,1261.8843994140625,1344.18798828125,1253.2569580078125,1403.2293701171875,1270.2503662109375,1448.504638671875,1322.700927734375,1388.9405517578125,1319.159912109375,1327.924072265625,1298.7550048828125,1646.8236083984375,1384.23095703125,1710.3319091796875,1361.4110107421875,1762.10205078125,1376.6038818359375,1790.487060546875,1416.2008056640625,1751.127685546875,1426.382080078125,1698.988525390625,1410.844482421875,1252.25,1663.6468505859375,1373.5595703125,1663.565673828125,1478.0693359375,1666.1015625,1523.379638671875,1694.576904296875,1570.689697265625,1693.955078125,1614.0953369140625,1732.270263671875,1633.96728515625,1786.708740234375,1583.07568359375,1831.943115234375,1529.759765625,1847.661865234375,1480.68994140625,1839.9140625,1425.204345703125,1818.83203125,1341.90380859375,1768.061767578125,1282.33203125,1679.33251953125,1458.2818603515625,1738.981689453125,1507.606201171875,1756.598876953125,1552.85595703125,1766.297607421875,1608.549560546875,1781.422119140625,1550.445556640625,1758.25390625,1505.8367919921875,1749.562255859375,1450.184814453125,1733.757568359375
3,2994.455322265625,1344.420166015625,2991.580322265625,1459.5577392578125,3003.8193359375,1559.5740966796875,3030.6533203125,1652.69287109375,3050.0078125,1733.8048095703125,3090.5703125,1827.8876953125,3139.331298828125,1919.566650390625,3183.02978515625,1997.457275390625,3260.360107421875,2047.8521728515625,3356.56884765625,2050.73779296875,3457.744384765625,2008.1563720703125,3569.043212890625,1948.5205078125,3683.8447265625,1860.811767578125,3762.885986328125,1759.38720703125,3822.660888671875,1639.6810302734375,3867.23291015625,1481.221435546875,3890.75341796875,1326.6343994140625,2983.635986328125,1207.0023193359375,3029.96337890625,1180.07958984375,3090.218994140625,1204.47607421875,3149.637939453125,1248.40771484375,3206.23486328125,1299.267578125,3352.1181640625,1328.374267578125,3435.924560546875,1304.7135009765625,3526.989501953125,1288.289794921875,3618.07177734375,1294.2698974609375,3693.50244140625,1335.43359375,3277.053955078125,1386.12255859375,3263.4765625,1457.181884765625,3248.537841796875,1530.459228515625,3236.64794921875,1614.477294921875,3172.14013671875,1644.828369140625,3207.303466796875,1674.2596435546875,3247.1171875,1695.832275390625,3295.843017578125,1684.679931640625,3339.03564453125,1674.5596923828125,3048.179931640625,1316.107177734375,3093.175048828125,1288.535400390625,3152.66748046875,1302.09912109375,3197.5146484375,1365.5272216796875,3139.10498046875,1364.5166015625,3081.47119140625,1353.42919921875,3414.15380859375,1410.8414306640625,3469.7138671875,1368.30908203125,3531.010498046875,1377.9014892578125,3587.428955078125,1413.563232421875,3529.43603515625,1437.2362060546875,3468.76220703125,1431.224853515625,3139.64794921875,1727.435302734375,3183.699951171875,1741.8265380859375,3223.8115234375,1750.930908203125,3254.4072265625,1767.5224609375,3291.210205078125,1763.719482421875,3354.25390625,1777.181396484375,3443.0986328125,1788.8553466796875,3349.52197265625,1831.5955810546875,3283.4189453125,1843.20458984375,3248.008056640625,1841.57861328125,3213.857666015625,1829.03076171875,3178.22412109375,1791.3681640625,3160.951171875,1744.64697265625,3220.9697265625,1775.584716796875,3253.396728515625,1790.67333984375,3290.1982421875,1793.01953125,3414.960693359375,1789.767822265625,3288.58056640625,1790.2381591796875,3253.59619140625,1789.617431640625,3221.20751953125,1776.405517578125
4,909.6771240234376,1780.4146728515625,929.3117065429688,1998.680908203125,968.3102416992188,2199.2548828125,1026.2249755859375,2374.261962890625,1132.4669189453125,2526.6396484375,1275.6800537109375,2639.474609375,1436.49609375,2725.467529296875,1593.968505859375,2776.44287109375,1739.85400390625,2770.3134765625,1841.204833984375,2717.335693359375,1896.9759521484373,2607.06201171875,1952.4412841796875,2485.32275390625,2009.676513671875,2369.39599609375,2051.8740234375,2257.630859375,2087.02392578125,2133.0693359375,2069.81884765625,2023.111083984375,2038.16748046875,1907.554931640625,1165.4471435546875,1733.5267333984375,1276.455810546875,1654.4708251953125,1412.647705078125,1628.82177734375,1549.3623046875,1654.1253662109375,1675.830078125,1711.349609375,1873.1748046875,1735.1854248046875,1928.5518798828125,1698.4249267578125,1987.3787841796875,1674.8453369140625,2034.7379150390625,1665.7095947265625,2066.19580078125,1702.876220703125,1797.253173828125,1831.6488037109373,1826.5308837890625,1928.113525390625,1864.281494140625,2013.2247314453125,1900.009765625,2114.459716796875,1686.473388671875,2217.71923828125,1765.076904296875,2229.4140625,1833.87255859375,2248.756591796875,1888.094482421875,2228.9609375,1926.0655517578125,2192.388671875,1333.0048828125,1833.2958984375,1412.4671630859375,1785.418701171875,1498.307373046875,1783.5908203125,1572.459228515625,1852.4573974609373,1495.33642578125,1868.9833984375,1408.6278076171875,1868.3037109375,1826.4189453125,1859.179443359375,1891.43798828125,1797.5003662109375,1958.876220703125,1793.0303955078125,1999.27294921875,1837.720947265625,1964.123779296875,1867.4979248046875,1896.9757080078125,1871.0616455078125,1476.3052978515625,2383.706298828125,1628.246826171875,2363.771484375,1753.19677734375,2346.920654296875,1812.4708251953125,2360.6171875,1859.947021484375,2343.0283203125,1904.6358642578125,2350.78076171875,1930.3961181640625,2365.729736328125,1897.1180419921875,2435.722412109375,1852.63916015625,2475.864013671875,1802.4151611328125,2489.135498046875,1737.307861328125,2489.4677734375,1621.716796875,2462.8740234375,1516.2666015625,2391.25390625,1747.5888671875,2405.299560546875,1808.3829345703125,2406.49169921875,1856.560302734375,2395.488037109375,1905.878662109375,2377.126220703125,1856.547607421875,2392.421142578125,1808.531982421875,2404.64501953125,1744.364990234375,2403.49169921875
5,1162.6226806640625,1061.897216796875,1180.15625,1213.978515625,1205.961181640625,1348.427001953125,1238.5494384765625,1464.809814453125,1285.9913330078125,1574.3212890625,1346.1925048828125,1669.47216796875,1426.87353515625,1747.6168212890625,1509.7279052734375,1813.19287109375,1608.3349609375,1830.9849853515625,1704.503662109375,1807.562255859375,1785.503662109375,1729.9095458984375,1861.9453125,1640.259033203125,1924.71337890625,1537.6768798828125,1965.65966796875,1433.6519775390625,1996.5018310546875,1318.9378662109375,2024.4765625,1184.283935546875,2037.75341796875,1051.38330078125,1211.824951171875,986.2945556640624,1272.78125,928.7318725585938,1361.1787109375,917.13916015625,1452.337890625,931.890625,1544.9522705078125,962.9528198242188,1688.010498046875,937.986083984375,1768.8787841796875,892.08349609375,1853.213134765625,874.0996704101562,1937.29541015625,886.5812377929688,1991.61962890625,944.2843017578124,1620.3515625,1041.7744140625,1621.896484375,1133.4857177734375,1622.659912109375,1223.1259765625,1623.867431640625,1321.398193359375,1523.572021484375,1369.525634765625,1567.62939453125,1387.986572265625,1617.1419677734375,1406.988525390625,1664.579833984375,1389.28125,1707.718994140625,1370.346923828125,1327.6231689453125,1060.366455078125,1378.7191162109375,1020.0755615234376,1442.716064453125,1016.63623046875,1500.29150390625,1067.2232666015625,1441.8790283203125,1086.449951171875,1376.8212890625,1089.8218994140625,1723.47900390625,1062.0714111328125,1778.94921875,1004.4265747070312,1842.4189453125,1005.2449951171876,1894.638671875,1043.700927734375,1847.0255126953125,1077.0576171875,1782.7918701171875,1077.9580078125,1462.293701171875,1529.6123046875,1518.2054443359375,1503.52783203125,1571.7567138671875,1488.0572509765625,1614.1773681640625,1503.67578125,1656.663330078125,1490.3701171875,1706.688232421875,1507.595703125,1761.3291015625,1533.2757568359375,1705.984375,1580.1455078125,1656.771728515625,1597.7254638671875,1612.808837890625,1600.916748046875,1569.845947265625,1593.0450439453125,1518.478271484375,1571.8753662109375,1487.52978515625,1532.6864013671875,1570.1827392578125,1529.031494140625,1613.544677734375,1536.299560546875,1656.286376953125,1530.030517578125,1735.8424072265625,1535.550048828125,1656.9693603515625,1529.7681884765625,1614.2017822265625,1536.060302734375,1571.28369140625,1527.140380859375
6,1552.8062744140625,1128.424072265625,1608.4534912109375,1275.887939453125,1643.4608154296875,1400.7725830078125,1691.797119140625,1515.4580078125,1776.283203125,1637.2451171875,1845.375732421875,1754.3302001953125,1916.2734375,1848.0623779296875,1985.6212158203125,1944.317626953125,2075.113525390625,1979.815673828125,2181.095703125,1948.964599609375,2299.65576171875,1862.3349609375,2402.8076171875,1766.61767578125,2492.33056640625,1651.56787109375,2546.2509765625,1509.035888671875,2564.75390625,1357.9169921875,2568.4580078125,1194.541015625,2560.01806640625,1029.1099853515625,1596.1746826171875,1039.423095703125,1641.3858642578125,960.0424194335938,1731.2418212890625,934.8275146484376,1827.964599609375,942.37451171875,1915.8399658203125,980.2950439453124,2030.3192138671875,962.690185546875,2132.4384765625,900.36083984375,2245.10986328125,864.5770874023438,2360.24169921875,864.0435791015625,2447.12109375,928.7826538085938,1971.954833984375,1061.0665283203125,1971.1900634765625,1164.763427734375,1967.75341796875,1267.319580078125,1956.785888671875,1373.904052734375,1887.19775390625,1429.634033203125,1934.81689453125,1458.5078125,1989.273681640625,1474.9307861328125,2049.73388671875,1454.479248046875,2108.816650390625,1427.5654296875,1697.501220703125,1109.01513671875,1746.842529296875,1074.6461181640625,1810.5987548828125,1069.069091796875,1877.7952880859373,1100.7421875,1813.9583740234373,1117.0853271484375,1750.4080810546875,1124.9697265625,2127.23193359375,1068.9259033203125,2192.62353515625,1030.3302001953125,2257.349609375,1024.7142333984375,2321.203857421875,1040.0225830078125,2261.413330078125,1067.9290771484375,2196.562255859375,1073.264892578125,1887.535888671875,1622.2071533203125,1918.63330078125,1578.62109375,1961.4356689453125,1553.294921875,2004.7371826171875,1568.54248046875,2050.69384765625,1552.375,2129.172119140625,1579.9486083984375,2215.88330078125,1611.73046875,2139.481689453125,1677.252685546875,2068.63916015625,1708.484130859375,2022.0574951171875,1716.851806640625,1979.642822265625,1712.155029296875,1931.8046875,1681.8388671875,1915.583740234375,1621.6903076171875,1966.903564453125,1599.6806640625,2009.52685546875,1605.1624755859375,2056.120361328125,1599.568359375,2183.204833984375,1613.964111328125,2060.538818359375,1630.343505859375,2014.6044921875,1637.655029296875,1972.880859375,1631.998779296875
7,1605.37646484375,717.97265625,1605.9732666015625,876.983154296875,1615.26806640625,1036.28173828125,1654.8135986328125,1197.122314453125,1742.8284912109375,1324.92724609375,1860.339599609375,1410.95703125,1994.181884765625,1474.62841796875,2118.901123046875,1510.197998046875,2227.180419921875,1515.2191162109375,2307.97021484375,1476.2296142578125,2346.26806640625,1392.64404296875,2383.319091796875,1298.896240234375,2409.0419921875,1200.0537109375,2433.97900390625,1115.688720703125,2455.734375,1020.895263671875,2455.95361328125,933.125732421875,2444.6435546875,845.68310546875,1886.8671875,679.6857299804688,1973.4256591796875,638.7811889648438,2071.982666015625,622.9903564453125,2173.95263671875,636.54931640625,2262.0546875,676.4512329101562,2334.048828125,694.8491821289062,2379.77587890625,665.193603515625,2431.228271484375,650.8120727539062,2471.65380859375,662.4044799804688,2484.217529296875,713.8117065429688,2300.23193359375,768.5680541992188,2322.623046875,841.0535888671875,2347.55078125,911.1399536132812,2369.01220703125,991.1695556640624,2202.524658203125,1046.944580078125,2252.9072265625,1066.586669921875,2303.593505859375,1085.7568359375,2349.03271484375,1076.4520263671875,2380.06201171875,1050.4658203125,1976.915771484375,769.2342529296875,2033.6593017578125,753.4247436523438,2085.61328125,751.7566528320312,2128.64794921875,779.570068359375,2082.791259765625,791.9833374023438,2031.6082763671875,788.0306396484375,2318.03076171875,797.5826416015625,2365.794677734375,776.1588745117188,2406.6171875,779.23974609375,2427.80810546875,806.2877197265625,2401.91015625,817.8858642578125,2362.249267578125,811.732421875,2065.545166015625,1194.1322021484375,2165.171875,1175.721435546875,2239.857177734375,1175.998779296875,2275.093994140625,1189.380615234375,2307.245361328125,1183.47509765625,2333.363525390625,1190.06201171875,2349.69580078125,1206.80908203125,2327.17822265625,1237.0069580078125,2299.52294921875,1249.25244140625,2267.58154296875,1250.759521484375,2228.33056640625,1244.188720703125,2156.626220703125,1231.3255615234375,2094.637939453125,1195.1728515625,2235.29345703125,1201.912841796875,2272.22265625,1207.95556640625,2302.75341796875,1205.8798828125,2334.65283203125,1206.7147216796875,2302.718994140625,1208.078125,2270.98681640625,1211.31640625,2233.5400390625,1201.3350830078125
8,1651.5491943359375,972.93896484375,1667.1640625,1085.17431640625,1689.533447265625,1194.1669921875,1713.68994140625,1293.569580078125,1751.7027587890625,1386.290771484375,1813.281494140625,1470.433837890625,1890.5303955078125,1547.745361328125,1970.89599609375,1608.9998779296875,2061.068359375,1627.50146484375,2158.170654296875,1599.0887451171875,2237.56689453125,1533.826904296875,2312.89697265625,1453.5146484375,2377.128662109375,1364.4248046875,2412.705078125,1262.05419921875,2425.6279296875,1154.635986328125,2428.1943359375,1052.35009765625,2425.462890625,941.8685302734376,1705.277099609375,947.9365234375,1745.6531982421875,891.2538452148438,1812.2816162109373,870.32177734375,1885.1739501953125,875.25048828125,1953.9193115234373,900.4080200195312,2086.636474609375,894.355712890625,2157.775390625,858.973388671875,2233.45947265625,844.140380859375,2308.39453125,858.5004272460938,2360.50390625,907.7645874023438,2022.439208984375,972.5873413085938,2025.031005859375,1042.28564453125,2025.109375,1108.0390625,2027.759521484375,1184.4398193359375,1940.4376220703125,1222.642333984375,1985.0498046875,1237.1529541015625,2034.298095703125,1252.017822265625,2083.74560546875,1230.728271484375,2133.052734375,1211.272216796875,1788.9490966796875,999.056396484375,1829.884521484375,976.4633178710938,1876.520751953125,973.9107666015624,1924.20751953125,1000.7869873046876,1877.30126953125,1007.194091796875,1830.7718505859373,1009.1669921875,2137.13330078125,990.54736328125,2185.8583984375,960.75927734375,2235.55712890625,957.7977294921876,2281.487548828125,976.2908935546876,2238.791015625,991.7344360351562,2188.50830078125,994.9500732421876,1869.911376953125,1319.32763671875,1936.6768798828125,1321.4541015625,1997.3656005859373,1319.6455078125,2040.871826171875,1326.24462890625,2084.1337890625,1313.875732421875,2153.691650390625,1308.315185546875,2230.915283203125,1296.75927734375,2158.209716796875,1373.6541748046875,2094.3193359375,1405.37744140625,2047.6651611328125,1414.0623779296875,2002.20068359375,1412.0057373046875,1940.414794921875,1386.30859375,1895.177490234375,1328.0606689453125,1999.5078125,1336.7001953125,2042.401611328125,1340.85107421875,2085.822998046875,1331.975830078125,2206.47607421875,1308.103759765625,2089.616455078125,1365.24072265625,2044.576416015625,1373.8956298828125,2000.6883544921875,1371.0029296875
9,763.8211059570312,1673.2049560546875,806.9912109375,1844.880126953125,849.4359130859375,1974.1278076171875,897.048828125,2094.26953125,978.7315673828124,2216.64599609375,1074.951171875,2320.65869140625,1194.7794189453125,2413.013671875,1338.702392578125,2504.6689453125,1485.208984375,2517.5712890625,1634.07666015625,2461.685791015625,1760.4730224609375,2349.427734375,1868.001953125,2223.041015625,1960.758056640625,2077.1376953125,1998.185302734375,1923.1629638671875,1997.6749267578125,1773.490478515625,1980.860595703125,1614.430419921875,1965.5760498046875,1440.52587890625,841.9422607421875,1656.50830078125,888.92578125,1537.466796875,992.8273315429688,1470.267333984375,1112.120361328125,1449.1768798828125,1232.00732421875,1471.8802490234375,1367.5272216796875,1440.5523681640625,1482.890380859375,1375.413330078125,1610.49365234375,1345.6787109375,1736.9793701171875,1363.7867431640625,1828.71240234375,1442.83837890625,1310.0909423828125,1551.9229736328125,1317.18359375,1643.97900390625,1318.205078125,1729.060791015625,1327.42333984375,1832.1776123046875,1213.0234375,1922.1298828125,1284.18701171875,1935.27294921875,1359.849365234375,1947.2237548828125,1434.46044921875,1908.2529296875,1515.446533203125,1876.80224609375,979.874755859375,1646.001708984375,1036.623046875,1594.8060302734375,1106.556396484375,1576.6075439453125,1185.94970703125,1611.28857421875,1114.310791015625,1628.146728515625,1044.297607421875,1644.321044921875,1482.46630859375,1560.49267578125,1547.7587890625,1503.68701171875,1621.4859619140625,1493.803466796875,1694.167236328125,1517.689208984375,1631.0126953125,1547.769287109375,1556.52978515625,1559.214599609375,1112.269287109375,2069.35693359375,1207.249755859375,2050.59375,1308.2989501953125,2032.800048828125,1388.845703125,2036.53466796875,1466.7760009765625,2007.0546875,1593.2335205078125,1991.1728515625,1724.2352294921875,1965.8336181640625,1620.136962890625,2111.5234375,1511.975341796875,2181.8125,1424.2073974609375,2201.517578125,1337.654052734375,2201.35693359375,1230.7724609375,2166.789794921875,1150.9085693359375,2077.1748046875,1313.633544921875,2069.406005859375,1395.426025390625,2069.86865234375,1475.678955078125,2046.68798828125,1689.1639404296875,1987.9488525390625,1495.8399658203125,2113.9912109375,1410.127685546875,2136.006591796875,1325.499267578125,2135.32666015625
